Date,GrossRevenue,NetRevenue,TotalCost,Orders,UnitsSold,ReturnUnits,ReturnRows,UniqueCustomers,RefundAmount,Profit,ProfitMarginPct,Sessions,ConversionRate,RefundRatePct,Profit_7d_avg,Profit_7d_std,ConversionRate_7d_avg,ConversionRate_7d_std,RefundRatePct_7d_avg,RefundRatePct_7d_std,GrossRevenue_7d_avg,GrossRevenue_7d_std
2011-03-31,39916.98,32305.64,24732.757907646686,94,17713,803,109,71,3331.8199999999997,7572.882092353313,18.971580746723106,3715.0,2.5302826379542394,8.346873936855943,-2253.9905054921433,42147.34492286178,4.760873134269707,3.666948076220939,3.9528716704417235,4.779723010483257,37265.28857142857,18970.42394609693
2011-04-01,28269.84,25718.38,20639.769328909064,107,19539,1370,34,68,1275.73,5078.610671090937,17.964766235291524,4632.0,2.3100172711571676,4.5126891415020385,-3355.5565838939574,41787.8694518702,4.578359416856251,3.765546135016618,4.54686334403525,4.508725376211004,35865.76285714286,19260.61320325474
2011-04-03,7361.75,7231.65,4681.680117357859,22,5875,19,6,18,65.05000000000001,2549.969882642141,34.63809396736022,507.0,4.339250493096647,0.8836214215369987,-4402.030447982662,41491.98812189754,4.611408164709507,3.7617422904167466,4.360835273479436,4.647117168634252,32092.96428571429,22114.404823643697
2011-04-04,54738.38,26194.260000000002,19819.11322155842,81,14426,1045,54,57,8181.22,6375.146778441584,11.646575544328465,2679.0,3.0235162374020157,14.94603968915412,-3931.495458560802,41609.50700177836,4.643860115254562,3.744414339244584,6.129080172609703,6.007229236082012,38458.92285714286,21146.687298277335
2011-04-05,35902.42,30004.04,21967.50595632306,96,16743,1301,78,54,1790.9399999999998,8036.53404367694,22.384379781855763,3329.0,2.883748873535596,4.988354545459609,10737.843183167453,11513.59875815138,3.204778943878115,0.7758409556809918,5.013065188571922,5.237625832500558,39157.541428571436,20939.429369989553
2011-04-06,18249.83,18060.01,12266.716897942162,89,10092,950,42,42,83.01,5793.293102057836,31.744367493055197,2435.0,3.655030800821355,0.45485355206048494,6368.341033629957,2185.8676059089717,3.131165508801672,0.6884875224231032,5.043242385995343,5.206079655742921,31182.895714285718,15295.325722623966
2011-04-07,19800.47,19226.79,12437.802120507311,81,11053,190,28,65,283.89,6788.98787949269,34.28700368977448,1762.0,4.597048808172531,1.4337538452370069,6027.917778536491,1833.648639466942,3.3341278745913647,0.8852974996247882,5.080883733115171,5.174265219328023,29177.09571428571,15800.912541659181
2011-04-08,30244.23,26251.23,20109.884141497783,136,13727,4148,61,72,1996.5,6141.345858502216,20.30584299386103,3945.0,3.447401774397972,6.601259149265827,5823.412602272049,1708.156834458241,3.4651448940833265,0.8112763167984869,4.831510192030868,5.030700127116838,27795.274285714288,15113.132648930283
2011-04-10,10923.93,9823.73,6922.502033305984,37,5831,106,7,32,550.1,2901.227966694016,26.558463544658522,1627.0,2.2741241548862936,5.035733476871419,5512.357930215346,2033.6316731116574,3.46001730604463,0.8198619908278729,4.906230811369352,5.0290595659124095,25317.28714285714,16390.41780133414
2011-04-11,23562.8,23072.98,14850.933302507998,74,14391,142,37,60,242.96,8222.046697492002,34.89418361778737,1778.0,4.161979752530934,1.031116845196666,6322.654618051041,1769.3949957624714,3.4346929145352427,0.7903852551605878,4.927301586177876,5.009668232690542,27631.722857142857,14462.914624023439
2011-04-12,27583.13,26683.13,17523.414118422046,81,15955,221,42,63,446.05,9159.715881577955,33.2076739716557,2682.0,3.0201342281879198,1.6171116185871581,6720.45020421338,2070.548389263354,3.4342097703618,0.7906794673002512,3.02316900466831,2.4420910793661714,23752.40142857143,8316.078333694815
2011-04-13,26141.22,24743.98,17377.453451917812,79,19461,671,33,64,586.22,7366.526548082187,28.179735100665486,3393.0,2.32832301797819,2.2425120174192332,6624.734847699843,2014.2919250938019,3.354863219567885,0.8781563361539404,2.6309057863768266,2.289586248450212,22357.94428571429,6575.3945500273485
2011-04-14,39794.98,38035.92,31012.854882939064,109,20160,2602,64,90,808.49,7023.065117060934,17.64811822260228,3295.0,3.30804248861912,2.031638161396236,6800.416564128856,1983.076520866399,3.3052934606818516,0.8681246820400431,2.8561607305676486,2.1103700688605045,25435.82285714286,8946.834979894165
2011-04-15,29639.721,29625.741,15518.167048271906,57,13028,3,3,40,6.99,14107.573951728096,47.59685137295353,2918.0,1.9533927347498286,0.0235832179391972,7845.928860162487,3399.4681365835363,2.9276283073357514,0.7834145028914544,2.6547077838108186,2.325157412397673,26841.43014285714,8682.938940091892
2011-04-17,13127.82,13085.42,8022.421043713748,44,8371,2,2,39,21.2,5062.998956286252,38.566943759788394,2415.0,1.8219461697722568,0.1614891124345093,7691.879302703063,3512.1521997949208,2.695420363817792,0.8423533036558163,1.7347406356920594,1.6908891518156657,24396.228714285717,9891.002290993853
2011-04-18,95259.38,30652.96,74763.01547962264,96,34146,12480,78,67,23840.57,-44110.05547962264,-46.3052095023321,3534.0,2.7164685908319184,25.027005214604586,975.9816675149694,20078.090953790037,2.758612426095738,0.8218226090155764,4.590636598225369,9.052574955753515,36444.15014285715,27113.9818180416
2011-04-19,26114.64,24742.32,15618.13597077585,75,15286,106,30,64,501.05,9124.18402922415,34.93896155269286,2849.0,2.6325026325026326,1.918655589355243,1104.8584291909904,20135.1678118278,2.540115694663124,0.5423148654521173,4.71742784739088,9.000476371380953,36808.69871428572,26928.44651057233
2011-04-20,30063.55,29201.39,18508.79959284,89,18849,417,33,67,431.08000000000004,10692.590407159998,35.56662605434155,2963.0,3.0037124535943303,1.4338958639282455,1323.8405042741394,20245.403184926694,2.537769726864039,0.5399225433880789,4.691254168153892,9.011254773967995,37163.044428571426,26802.843057269518
2011-04-21,37102.36,32522.3,22471.99084882172,112,19446,143,18,69,1417.03,10050.30915117828,27.088058956838,2528.0,4.430379746835443,3.8192449213473214,1707.2380190021527,20403.7020560923,2.838063545272218,0.8809056172831269,4.916501725857906,8.959400857740954,38728.921571428575,26368.268954672534
2011-04-26,33460.66,32516.24,19744.817886192155,86,16970,539,39,62,461.89,12771.422113807846,38.1684704181204,2470.0,3.4817813765182186,1.3803971589323103,2528.431875680283,20765.773049492946,2.862883386400661,0.8986238095781883,4.823467296934488,8.997649621484989,37824.018714285725,26434.194398989763
2011-04-27,27609.38,26903.92,19669.43980081261,92,19327,792,32,64,351.88,7234.4801991873865,26.2029795641459,2779.0,3.3105433609211947,1.2744943928476482,1546.5613396030387,20283.925710674004,3.0567620472822847,0.8119166796512642,5.00216889334998,8.898304838041474,37533.969999999994,26549.84939797902
2011-04-28,25481.97,22960.65,16556.345010733876,101,14456,662,60,60,1259.65,6404.304989266126,25.13269181804282,2779.0,3.634400863620007,4.943299124832185,1738.176487171592,20328.96611044294,3.3156841464033917,0.6184475112559161,5.685284609406791,8.6446874753794,39298.84857142857,25023.83527061911
2011-05-01,7131.56,7109.66,4365.423319474591,21,3896,6,5,18,9.0,2744.2366805254087,38.48017377019065,468.0,4.487179487179487,0.1261995972830629,8431.64679576417,3289.7605775301686,3.568642845881616,0.6904454203629572,2.1280266640751453,1.6636511481777354,26709.16,9581.279993621265
2011-05-03,59847.99,14762.61,19141.272324665293,126,13331,742,76,62,15611.550000000001,-4378.6623246652925,-7.316306403381789,2780.0,4.532374100719425,26.085337201800762,6502.668745208536,5809.659566179157,3.8400530556268717,0.6320685867015462,5.580409751567362,9.193137476141935,31528.21,15737.807223996198
2011-05-04,29285.69,29121.99,22037.24293030373,77,18134,1620,18,62,81.85,7084.74706969627,24.1918393239028,3867.0,1.9912076545125421,0.27948803664861577,5987.262554142289,5529.266565277961,3.6954095129009024,0.9100710249953535,5.415494347670273,9.2897656402596,31417.087142857144,15752.611880400154
2011-05-05,31452.48,30605.2,20519.87340405567,110,18560,152,37,93,423.64,10085.32659594433,32.065282597570466,2479.0,4.4372730939895115,1.346920815147168,5992.265046251726,5533.569350879207,3.6963942767800546,0.9110021188296891,5.062305189641679,9.406828673847842,30609.96142857143,15556.281947017887
2011-05-06,39208.43,38006.01,26404.896846056592,113,21320,805,34,69,411.77,11601.11315394341,29.58831341612865,5021.0,2.250547699661422,1.0502078252049367,5825.078051985377,5307.681299731805,3.5205037515147986,1.0651604302117559,5.015135284823482,9.429169791224375,31431.071428571428,15880.15048257146
2011-05-08,19885.08,19768.12,12414.282911492977,67,11090,10,6,58,58.480000000000004,7353.837088507022,36.98168218838959,3317.0,2.0198974977389206,0.2940898402219151,5842.129036173897,5313.152537240525,3.336125771060188,1.209488151936648,4.875077491591235,9.50100012472008,30327.600000000002,16448.181887533963
2011-05-09,32480.21,26180.31,19753.714265017523,84,13919,411,18,63,1839.2800000000002,6426.5957349824785,19.786188990103444,2140.0,3.925233644859813,5.662771269028126,5845.313428419089,5313.552293290804,3.3776733112373027,1.2263201191313882,4.977859226476369,9.505751582771477,31327.34857142857,16316.725793415619
2011-05-10,53423.53,48240.69,33617.89655140309,116,20664,2085,56,74,2255.86,14622.793448596909,27.37144746630728,5280.0,2.196969696969697,4.222596297923406,7542.250109572161,6009.344773636723,3.0505004840644756,1.1858139866724076,5.563058755139275,9.280719175037442,37940.48714285714,14107.2267560622
2011-05-11,34927.31,33952.53,21949.98454250887,97,19378,2693,41,66,446.89000000000004,12002.545457491127,34.36435688145216,3800.0,2.5526315789473686,1.2794858808193361,9882.42264988022,3058.4466740388857,2.767680123811325,0.9940608133355401,2.0193657092847865,2.084516392359257,34380.39,10283.51102391754
2011-05-12,69372.54,61983.06,52208.980750257906,106,39266,3044,40,84,1991.12,9774.079249742092,14.089262480142853,3788.0,2.79831045406547,2.870184658079407,10266.612961315337,2807.0183059677606,2.8829805237474573,0.9339799114212249,2.389465226632042,1.949750177962642,40107.08285714285,16347.441746067092
2011-05-13,32209.02,32197.26,19941.653456704753,77,15863,173,6,52,5.88,12255.606543295246,38.05023109456682,3495.0,2.203147353361946,0.01825575568582962,10576.65295379404,2901.9093646701863,2.5638197036578054,0.6541168590441963,2.1996559324232794,2.1249587081008814,40215.159999999996,16283.061707621204
2011-05-15,10481.14,10481.14,6811.123522063597,31,5111,0,0,29,0.0,3670.016477936402,35.015432271073585,1852.0,1.6738660907127432,0.0,9443.639142935896,3833.8956341940525,2.4814366166651367,0.7318449819080586,2.0496262431082886,2.2528644722858955,36111.26142857143,19815.95799316251
2011-05-16,57476.12,26071.82,37366.857832359485,87,16636,1541,29,54,14371.509999999998,-11295.037832359485,-19.65170549501164,1846.0,4.712892741061755,25.004314835448177,6779.514154240681,8796.164417655507,2.8661502228541136,1.0757887517664682,5.5796583852834685,8.822889944332664,41481.409999999996,19779.332207257823
2011-05-17,59884.67,56190.83,37096.07606369207,121,27670,260,61,81,1548.16,19094.753936307934,31.885879869268603,908.0,13.325991189427313,2.585235920979443,8589.251040144318,9940.234714535432,4.209115586363756,4.135328528035249,5.140010478419371,8.894445345158337,45396.33285714285,20403.03868600762
2011-05-18,35920.1,35627.8,22820.822911799205,89,19643,288,17,66,146.15,12806.977088200798,35.65406858054626,3279.0,2.7142421469960354,0.4068752592559598,8329.848702944873,9778.924183282963,4.283011650653234,4.0978316080986135,4.594907472895451,9.075130000959991,42895.84285714286,20327.730932760067
2011-05-19,38503.0,36001.8,25662.42288755574,124,18988,564,58,96,1250.6,10339.377112444265,26.853432492128576,3279.0,3.7816407441293074,3.248058592836921,8092.2532250810345,9694.65910346516,4.458584388536367,4.037216871792782,4.87613214604082,8.985323937408108,43406.65571428572,20138.159934542065
2011-05-20,28254.8,27331.5,17931.42920648237,90,15887,421,24,71,461.65,9400.070793517629,33.26893410506402,2289.0,3.9318479685452163,1.6338816767416509,8038.823445620398,9684.870981933205,4.620518319176331,3.981877780493851,4.69951743442114,9.04328748342883,37532.69285714285,17064.096912391546
2011-05-22,25639.04,25585.9,16357.038464835825,62,13369,14,12,57,25.720000000000002,9228.861535164177,35.99534746684812,3201.0,1.936894720399875,0.10031576845310902,7606.431301601674,9531.58386469615,4.582482228753178,4.0099902322630125,4.7112402933878945,9.036258205410894,36594.124285714286,17578.640113626407
2011-05-23,46905.7,31914.74,22576.777978049635,122,18831,1893,87,74,3946.05,9337.962021950367,19.907947268563024,2107.0,5.790223065970574,8.41273022255291,8416.137807889383,9381.009277663776,5.170533225218583,3.8091576550766493,5.913058896609739,8.863017178491868,41797.63285714285,13471.925528677179
2011-05-24,39601.68,38219.42,22886.61320186124,101,16373,460,51,76,631.13,15332.806798138758,38.71756652278074,4128.0,2.446705426356589,1.5936950149589613,12220.115612246274,3786.778429688846,4.846792180260701,3.9482957813710664,2.5686846365398504,2.8049188258427087,39244.14142857143,11563.748564896581
2011-05-25,25792.68,25075.72,48515.08239092802,91,16460,5400,28,60,255.84,-23439.36239092802,-90.8760252557238,2065.0,4.406779661016949,0.9919093324152435,6143.813279783994,13240.881858705317,3.5726191047735063,1.320758207692277,2.3410665524592504,2.8673069300500433,34373.857142857145,8074.593869286809
2011-05-26,36918.6,36341.72,24080.888138841055,78,17392,157,21,58,288.44,12260.831861158946,33.210446390597006,3895.0,2.0025673940949935,0.7812863976423808,6065.792533063731,13196.611106049215,3.4709512829305003,1.421402500448777,2.3945538579430248,2.828441447051707,34516.5,8115.179370233721
2011-05-27,29636.84,29217.16,27647.57732674497,85,17430,309,36,63,209.84,1569.5826732550304,5.296052727804416,3895.0,2.1822849807445444,0.708037699025942,4812.964756036697,13139.435578820838,3.2424718881612486,1.4900236838130556,2.0316937302557423,2.8634093965162477,33249.90571428571,8081.108516573017
2011-05-29,8513.88,7955.88,6212.330977220177,25,4378,60,3,20,186.0,1743.5490227798227,20.478900604422694,689.0,3.6284470246734397,2.1846678600121217,3719.1759316455823,13012.005720217438,3.1991288961795665,1.4709186806814274,2.1103774707229523,2.8582188209238955,30429.774285714284,12403.452390764533
2011-05-31,24645.87,23153.670000000002,14395.728039159314,62,12322,217,14,53,746.1,8757.941960840688,35.535130067799145,1438.0,4.3115438108484,3.0272820557764852,3651.901706742227,12979.949949029235,3.538364480529356,1.4035833277195058,2.5285155117691493,2.726199399385895,30287.89285714286,12472.872488400217
2011-06-01,21779.82,20962.34,12631.877077471738,65,11353,115,39,55,404.49,8330.462922528262,38.24853888842178,2363.0,2.750740584003385,1.8571778830128074,3507.973263967641,12911.798541392416,3.1041526973911857,1.0041565409465303,1.5920080346919916,0.8446268069491117,26698.481428571427,10323.790948998094
2011-06-02,35840.74,35169.08,25519.84696907485,86,15618,820,48,54,324.13,9649.233030925152,26.92252735553215,2746.0,3.1318281136198105,0.9043619077061468,2696.034154365697,12203.557657718131,3.2020273670002175,0.9618952654498697,1.493531876513018,0.8836796301121328,26161.204285714284,9613.80646663238
2011-06-03,17439.06,17111.260000000002,10301.579643832567,53,7925,135,11,40,162.25,6809.680356167435,39.04843699240346,1733.0,3.058280438545874,0.9303827155821471,7017.325975379334,4014.7459136877746,3.009384620932921,0.8021753243923982,1.484742359822576,0.8897854744764001,24967.829999999998,10169.584096364712
2011-06-05,26708.57,26462.690000000002,16660.646271314406,70,13960,32,7,62,119.19000000000001,9802.043728685596,36.6999945286685,769.0,9.102730819245773,0.44626125621850965,6666.070527883142,3561.501199738661,4.023693681668747,2.337175588033014,1.4368816253334515,0.9414410324966493,23509.254285714287,8811.354554520132
2011-06-06,19607.02,17611.66,12229.953051961738,73,9894,295,54,66,997.68,5381.7069480382615,27.447857696061213,2384.0,3.062080536912752,5.088381610259998,7210.65970999503,2878.22585650682,4.149378761121348,2.2434227955564494,2.0626450412240307,1.6009917243354732,22076.42285714286,8457.234565039053
2011-06-07,40577.57,39940.83,30483.27302096223,98,19624,320,37,83,313.42,9457.55697903777,23.3073517685701,2998.0,3.268845897264843,0.7723971642461587,8312.660846603309,1651.439120996887,4.098007171491548,2.2613849003976507,1.860892084686036,1.670527223951678,26656.95,8569.618558539656
2011-06-08,45988.53,45341.69,26530.771592608024,113,22091,500,30,75,323.42,18810.91840739198,40.90350008446014,16389.0,0.6894868509366038,0.703262313450767,9748.800338967778,4319.358885170567,3.58057046293272,2.594269250168461,1.5288892643537906,1.6305432248902048,29705.90142857143,11144.67722178536
2011-06-09,50087.87,47134.39,62996.8575680337,110,37127,2090,33,88,873.35,-15862.467568033702,-31.66927954419643,2492.0,4.414125200642054,1.743635734560084,6292.667411744641,10663.430859533371,3.8181968367382444,2.581741320385521,1.5126689574319732,1.6272946972527054,33749.90857142857,12801.997903326703
2011-06-10,141910.13,-15523.63,17414.163110525406,92,11517,2928,45,51,39693.78,-32937.7931105254,-23.21031846741695,2234.0,4.118173679498657,27.971068732020747,208.8065343945626,18032.015527875043,3.959103346149508,2.5648986673834324,5.379341360905487,10.090484965426326,48902.67857142857,42954.16889857779
2011-06-12,13468.460000000001,13402.06,8857.615717707757,40,9890,9,7,38,33.2,4544.444282292243,33.741380100562665,1656.0,2.4154589371980677,0.24650182723191813,-114.79861901617967,17913.750218700676,3.867271703099821,2.613572135329952,5.281644091141168,10.143908815803185,48335.450000000004,43462.121571545875
2011-06-13,25501.39,21292.83,15332.783943300743,87,11694,1916,69,72,2084.28,5960.046056699259,23.371455660649318,3077.0,2.8274293142671434,8.173201539210217,-663.655429299942,17615.6462199826,2.9708000595314457,1.2267956921835872,6.3854927029971265,9.948568752923892,48162.99571428571,43564.512016058
2011-06-14,41710.39,41003.07,35090.95836107371,66,14983,28377,14,45,262.08,5912.11163892629,14.174194101101165,3250.0,2.0307692307692307,0.628332652847408,-587.8833306016523,17647.096394171895,2.8234698729395142,1.2749868344722342,5.748342851938185,10.185486377824814,51320.619999999995,41919.76160234494
2011-06-15,54664.47,46717.090000000004,34874.28170885968,90,31377,746,39,48,2958.81,11842.808291140325,21.664544248101784,1828.0,4.923413566739606,5.41267481418918,-247.13314315843022,17894.68503597175,3.0598366828644807,1.504098146216605,6.411239659072903,9.956081967181909,53333.03428571428,41655.36781637146
2011-06-16,36487.41,35556.01,27344.709574578726,107,20958,2140,33,82,452.95,8211.300425421276,22.504475997121403,2796.0,3.82689556509299,1.2413870976317583,-1761.3642834399595,16399.207364621005,3.508037927743964,1.0906800563882038,6.4881146282416156,9.906617406445887,51975.73142857143,42087.12278229863
2011-06-17,21834.64,21283.74,12990.078318470503,62,12018,86,19,39,275.45,8293.661681529498,37.98396347056558,2915.0,2.1269296740994856,1.2615275543814781,1689.5113236404982,15451.573001109346,3.1812957096664545,1.1162915117384131,6.419242031073244,9.946694082723726,47939.555714285714,43624.99626649377
2011-06-19,24265.8,24099.920000000002,15968.993475362982,64,15634,22,11,57,82.17,8130.92652463702,33.50776205456659,10272.0,0.6230529595015576,0.3386247311030339,7556.471271520844,2380.4668119462467,2.6819927496668687,1.3783070504813335,2.471750030942142,3.0831304441826974,31133.222857142857,13974.082586504848
2011-06-20,50171.87,35854.97,23999.732343745916,102,17547,1219,45,64,4021.58,11855.237656254085,23.62925212126653,4139.0,2.4643633727953613,8.015607151975798,8600.870324943966,2441.701374854504,2.6889790976093395,1.3768540567494576,3.5816222201912677,3.516486605740561,36376.567142857144,13099.793433156026
2011-06-21,27923.420000000002,23629.14,34174.42013406296,85,14660,6447,90,63,2054.36,-10545.28013406296,-37.76500204510393,1746.0,4.868270332187858,7.357121727925878,6242.9665834065045,7707.729754673604,2.9805278144551557,1.6077675932838105,3.465039390007791,3.3484006950115575,36722.57142857143,12793.069177737669
2011-06-22,22637.99,22575.89,14042.855018325174,68,16155,71,9,57,31.05,8533.034981674826,37.69343029869182,2330.0,2.9184549356223175,0.1371588201956092,6617.3842037991535,7752.507295704635,3.107340058005597,1.5544957415661154,3.394871699628962,3.4220886099718384,33997.942857142865,13561.634659761996
2011-06-23,27207.74,25268.72,16340.532460293021,90,15157,467,25,74,969.51,8928.18753970698,32.81488113201236,4226.0,2.1296734500709893,3.5633610141819934,6201.009810737247,7499.215491614388,2.708234327052937,1.356555280792324,3.1306840139136503,3.3098951653589244,30075.552857142862,10122.689986519952
2011-06-24,32574.39,9685.83,19492.875903010874,63,10524,159,16,45,10902.08,-9807.045903010874,-30.106614131564317,1793.0,3.5136642498605686,33.46825527661454,3626.960335246939,9515.477413150722,2.663486996305448,1.3181269228764654,7.734522325196905,11.7909847831617,29516.55,9812.899682435063
2011-06-26,8195.32,6377.38,5019.428056015246,36,3864,292,42,30,907.3199999999999,1357.9519439847545,16.56984649757123,1032.0,3.488372093023256,11.071196731793268,2636.144658454833,9307.38192769296,2.8579787704374153,1.3261789610386916,9.135903636255732,11.472071744605397,27568.075714285715,12561.616431517195
2011-06-27,18430.31,18046.51,12406.9344569659,61,10525,83,26,42,191.9,5639.575543034098,30.599461121566033,2118.0,2.8800755429650615,1.0412195996703255,2280.2373753687016,9107.738737378935,3.1804105680750587,0.8972516237826774,9.236274331765346,11.385018330110611,26734.434285714287,13003.168045848013
2011-06-28,38743.94,36916.840000000004,32329.809769319436,84,22881,2337,47,48,902.6800000000001,4587.030230680568,11.839348890898984,3215.0,2.6127527216174182,2.329861134412246,1241.922028858199,8203.651636485682,3.20160904647821,0.8790837156432306,8.424024900684838,11.685476207543925,25101.872857142855,9922.636681557551
2011-06-29,23274.08,22648.3,14718.128769002555,67,12584,567,43,44,312.89,7930.171230997445,34.072974016577426,1918.0,3.4932221063607924,1.3443710771811386,3881.272223866828,6593.314258069601,3.005173585645772,0.528188599232988,7.565060522007017,11.99389151774211,24437.68142857143,9857.687008606461
2011-06-30,46480.41,44527.590000000004,30301.97457764251,80,22304,669,12,59,962.76,14225.615422357492,30.605615187898493,2256.0,3.546099290780142,2.0713242417612063,4694.498001107209,7545.063990603794,3.0948370649540324,0.563131555932214,7.841369867944961,11.81519917365442,27843.741428571433,12809.36011626063
2011-07-01,14856.7,13814.56,9126.137203956825,70,7956,480,52,41,503.24,4688.4227960431745,31.557632556645647,2420.0,2.8925619834710745,3.3872932750880076,4088.817323440951,7315.234217594767,3.2038211411540445,0.3934748189229006,7.816217333788677,11.826006645462117,26079.307142857142,13729.192670719016
2011-07-03,6282.9400000000005,6172.4400000000005,3769.978017564141,27,3185,11,4,24,55.25,2402.4619824358597,38.237862886417176,1060.0,2.547169811320755,0.8793653926346583,5833.032735647627,4272.561246844819,3.0657505070769284,0.43410411880027294,3.1606616360772644,3.5939780959021643,22323.385714285716,15176.219438257001
2011-07-04,53593.75,51818.23,42780.08709988915,64,17726,55,16,40,498.08,9038.142900110855,16.864173341314714,2612.0,2.4502297090352223,0.9293620991253644,6930.20287223707,3901.8923734155455,2.9174444522214955,0.4429018631560882,1.7118281171247067,0.9316985820274106,28808.875714285714,17633.813146821918
2011-07-05,43604.91,42741.41,25049.49835575721,88,23019,438,29,67,423.46,17691.911644242795,40.5732098615564,2568.0,3.4267912772585665,0.9711291687105877,8651.96517240974,5548.96361832277,2.99554669997771,0.4817174807199616,1.7018151984161727,0.940442344965327,32405.247142857144,17731.22945875792
2011-07-06,27833.38,27603.56,18135.802466773104,77,19908,54,23,65,107.96,9467.757533226897,34.01583829641566,2185.0,3.5240274599542336,0.3878795891839223,9349.21192991636,5251.741508527128,3.125728805454398,0.48415552030987824,1.4243892633835549,1.0082840098164798,30846.595714285715,17559.87932199885
2011-07-07,35680.45,33479.99,23896.354324962624,93,20856,849,46,79,1087.99,9583.635675037374,26.859626700440646,2185.0,4.25629290617849,3.0492608697479993,9585.421136207779,5214.330377230479,3.2347389197140686,0.641142318007193,1.6679449480359636,1.1774541104341962,32618.934285714284,17292.24795367844
2011-07-08,29021.96,28532.02,17948.477689025087,93,13260,1058,52,52,242.02,10583.542310974914,36.46735889297247,2074.0,4.484088717454195,0.8339202452212049,9065.124977438838,4842.611793821343,3.3687374092389333,0.7963061912895155,1.4911729485302492,1.1994813507446003,30124.87,16183.25396901792
2011-07-10,6906.81,6303.21,4757.00158743059,29,4475,41,5,20,301.8,1546.20841256941,22.3867228513512,1406.0,2.062588904694168,4.369600437828751,8616.237208371158,5426.377192846222,3.250169826556519,0.929649959204481,1.631502543207498,1.4823831498116105,28989.17142857143,17646.146276421052
2011-07-11,24002.32,23651.34,15927.355512318132,68,15804,188,25,49,175.49,7723.984487681868,32.180157950072605,503.0,13.518886679920477,0.7311376566931864,9376.454709120588,4740.1303507790435,4.817557950642192,3.9357526250252555,1.6103271523587168,1.4959148077584086,31520.51142857143,14903.919152170967
2011-07-12,30000.48,29259.46,19161.675230933222,66,15124,221,21,52,370.51,10097.784769066777,33.65874402365154,3144.0,2.099236641221374,1.2350135731161636,9527.832118971433,4744.443606086921,4.767416083811644,3.9729988808295205,1.6539916486431163,1.477067332803621,28150.044285714284,11316.088324091037
2011-07-13,34519.71,12458.97,21565.502747744114,66,16776,95,9,53,11029.89,-9106.532747744115,-26.380675700184376,3242.0,2.0357803824799507,31.95244108365916,5699.482920116161,7223.249812934295,4.568700241700412,4.084451482429808,6.079893350778627,11.49999900938239,26852.15857142857,9645.82245953735
2011-07-14,36177.06,34096.36,31277.542379835104,91,21450,3981,73,70,1026.17,2818.8176201648967,7.791726636064116,2388.0,3.8107202680067003,2.836521265133209,4749.634361107303,7080.9001331693,4.609656357136479,4.073653439477403,6.429699304485667,11.334047200667804,28044.112857142853,10281.837153864642
2011-07-15,15963.76,15248.76,9448.673414550907,62,7616,564,18,41,357.5,5800.086585449093,36.33283503040069,2665.0,2.3264540337711073,2.239447348243772,4209.127348308977,6788.7864223764855,4.333965089649711,4.165813675341336,6.314011658556493,11.378348721054877,25227.442857142854,10538.6821007416
2011-07-17,18831.8,18792.0,12782.214409047436,53,11502,2,2,45,19.9,6009.785590952564,31.91296419329307,1740.0,3.045977011494253,0.10567232022430145,3555.7335311629276,6273.575086030933,4.128520560226861,4.192551837666457,6.209976240699791,11.43996816408579,23771.705714285716,10630.573952269127
2011-07-18,70294.95,30575.75,20572.224033237944,107,16052,960,78,56,10388.34,10003.525966762056,14.230788935424318,3933.0,2.7205695397915077,14.778216642874062,4763.921753190449,6626.51581139235,4.222517793812195,4.145627205869725,7.696921412849122,11.830666003023593,32827.154285714285,18184.39864707279
2011-07-19,53509.74,51332.340000000004,33218.56866865533,88,29982,3066,94,71,866.0500000000001,18113.771331344673,33.851353662612965,3461.0,2.542617740537417,1.6184903907213906,6248.177016570849,8341.659380791785,2.6544793739003296,0.6199096571861581,7.8236860891388655,11.748054050364711,37042.49999999999,19190.02258186879
2011-07-20,45581.7,25637.260000000002,23836.29629455624,75,18388,946,26,51,6002.83,1800.9637054437626,3.9510674359310043,2693.0,2.784998143334571,13.16938595971629,5062.916864624704,8292.808353657594,2.7524453027736437,0.5696910409566622,9.52859643008174,11.49579278482687,39268.388571428564,19140.653208935906
2011-07-21,37371.51,31318.29,23294.419127009933,106,20768,352,82,74,1861.47,8023.870872990068,21.470555706713665,2434.0,4.354971240755957,4.980986853354333,7510.117381872445,5457.356442818437,3.083758282527359,0.7340969546469128,5.675531540038194,5.871522956843357,39675.788571428566,19052.88258334545
2011-07-22,21513.2,21285.44,13247.06882754836,58,10708,284,21,42,109.63,8038.371172451638,37.364832625790854,2002.0,2.897102897102897,0.5095941096629045,8255.76788934198,5050.993828311882,2.9532415152553875,0.6608724223495838,5.343113374971009,6.1196692221979525,37580.951428571425,20268.999859478718
2011-07-24,30679.46,29432.94,21704.58903508013,63,18505,399,9,55,623.26,7728.350964919868,25.19063557481086,2050.0,3.073170731707317,2.03152206720718,8531.234229266376,4946.2419730661295,3.059915329246274,0.6003303956443578,5.313409763394352,6.1377225198916765,39683.194285714286,18322.962712070588
2011-07-25,28127.12,27640.62,16727.12885514509,70,16535,678,12,53,199.5,10913.49114485491,38.80059936763846,2050.0,3.414634146341464,0.709279869392956,9231.763594109569,4876.373532586968,3.112580634224447,0.6148977185499512,5.3996394132755885,6.0560611556154225,41011.09714285714,16836.491630484
