InvoiceNo,StockCode,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,RefundAmount,ReturnReason,ReturnReasonClean,Date
C542101,22937,-7,2011-01-25 13:15:00,2.55,12471.0,Germany,17.849999999999998,Wrong Item,Wrong Item,2011-01-25
C542101,22649,-1,2011-01-25 13:15:00,4.95,12471.0,Germany,4.95,Changed Mind,Changed Mind,2011-01-25
C542101,22423,-2,2011-01-25 13:15:00,10.95,12471.0,Germany,21.9,Wrong Item,Wrong Item,2011-01-25
C542104,22865,-1,2011-01-25 13:26:00,1.85,16191.0,United Kingdom,1.85,Defective,Defective,2011-01-25
C542104,22960,-2,2011-01-25 13:26:00,3.75,16191.0,United Kingdom,7.5,,Unspecified,2011-01-25
C542138,84536B,-32,2011-01-25 17:21:00,0.42,17368.0,United Kingdom,13.44,Changed Mind,Changed Mind,2011-01-25
C542138,84536A,-32,2011-01-25 17:21:00,0.42,17368.0,United Kingdom,13.44,Changed Mind,Changed Mind,2011-01-25
C542138,51014L,-72,2011-01-25 17:21:00,0.85,17368.0,United Kingdom,61.2,Late Delivery,Late Delivery,2011-01-25
C542138,51014A,-72,2011-01-25 17:21:00,0.85,17368.0,United Kingdom,61.2,Late Delivery,Late Delivery,2011-01-25
C542138,22537,-48,2011-01-25 17:21:00,0.42,17368.0,United Kingdom,20.16,Changed Mind,Changed Mind,2011-01-25
C542138,22535,-48,2011-01-25 17:21:00,0.42,17368.0,United Kingdom,20.16,Defective,Defective,2011-01-25
C542138,22418,-24,2011-01-25 17:21:00,0.85,17368.0,United Kingdom,20.4,Late Delivery,Late Delivery,2011-01-25
C542138,22356,-10,2011-01-25 17:21:00,0.85,17368.0,United Kingdom,8.5,Wrong Item,Wrong Item,2011-01-25
C542138,22211,-48,2011-01-25 17:21:00,1.45,17368.0,United Kingdom,69.6,Changed Mind,Changed Mind,2011-01-25
C542138,20975,-48,2011-01-25 17:21:00,0.65,17368.0,United Kingdom,31.200000000000003,Damaged,Damaged,2011-01-25
C542138,20974,-48,2011-01-25 17:21:00,0.65,17368.0,United Kingdom,31.200000000000003,WRONG ITEM,Wrong Item,2011-01-25
C542138,20866,-120,2011-01-25 17:21:00,1.06,17368.0,United Kingdom,127.2,Damaged,Damaged,2011-01-25
C542138,20857,-15,2011-01-25 17:21:00,1.65,17368.0,United Kingdom,24.75,Damaged,Damaged,2011-01-25
C542138,20856,-10,2011-01-25 17:21:00,1.65,17368.0,United Kingdom,16.5,Changed Mind,Changed Mind,2011-01-25
C542138,20854,-14,2011-01-25 17:21:00,1.65,17368.0,United Kingdom,23.1,,Unspecified,2011-01-25
C542138,20723,-10,2011-01-25 17:21:00,0.85,17368.0,United Kingdom,8.5,Changed Mind,Changed Mind,2011-01-25
C542138,16237,-60,2011-01-25 17:21:00,0.21,17368.0,United Kingdom,12.6,Late Delivery,Late Delivery,2011-01-25
C542139,22442,-4,2011-01-25 17:24:00,7.95,17094.0,United Kingdom,31.8,Defective,Defective,2011-01-25
C542140,22929,-2,2011-01-25 17:33:00,65.0,12947.0,United Kingdom,130.0,Defective,Defective,2011-01-25
C542150,22319,-6,2011-01-26 10:30:00,0.65,14049.0,United Kingdom,3.9,,Unspecified,2011-01-26
C542150,22492,-1,2011-01-26 10:30:00,0.65,14049.0,United Kingdom,0.65,Damaged,Damaged,2011-01-26
C542150,21559,-1,2011-01-26 10:30:00,2.55,14049.0,United Kingdom,2.55,damaged,Damaged,2011-01-26
C542150,21703,-1,2011-01-26 10:30:00,0.42,14049.0,United Kingdom,0.42,,Unspecified,2011-01-26
C542150,21579,-2,2011-01-26 10:30:00,2.25,14049.0,United Kingdom,4.5,damaged,Damaged,2011-01-26
C542218,22198,-1,2011-01-26 12:36:00,1.65,14606.0,United Kingdom,1.65,Late Delivery,Late Delivery,2011-01-26
C542218,22494,-1,2011-01-26 12:36:00,1.25,14606.0,United Kingdom,1.25,,Unspecified,2011-01-26
C542218,35971,-1,2011-01-26 12:36:00,1.25,14606.0,United Kingdom,1.25,Wrong Item,Wrong Item,2011-01-26
542225,85096,-59,2011-01-26 13:10:00,0.0,,United Kingdom,0.0,Wrong Item,Wrong Item,2011-01-26
C542232,22655,-2,2011-01-26 13:44:00,125.0,16714.0,United Kingdom,250.0,Wrong Item,Wrong Item,2011-01-26
C542244,22960,-1,2011-01-26 15:04:00,3.75,13098.0,United Kingdom,3.75,Damaged,Damaged,2011-01-26
C542245,22380,-1,2011-01-26 15:06:00,2.1,13098.0,United Kingdom,2.1,Late Delivery,Late Delivery,2011-01-26
C542245,22383,-1,2011-01-26 15:06:00,1.65,13098.0,United Kingdom,1.65,Damaged,Damaged,2011-01-26
C542245,20726,-1,2011-01-26 15:06:00,1.65,13098.0,United Kingdom,1.65,Damaged,Damaged,2011-01-26
C542245,22729,-1,2011-01-26 15:06:00,3.75,13098.0,United Kingdom,3.75,Late Delivery,Late Delivery,2011-01-26
C542245,22727,-2,2011-01-26 15:06:00,3.75,13098.0,United Kingdom,7.5,damaged,Damaged,2011-01-26
C542245,22726,-2,2011-01-26 15:06:00,3.75,13098.0,United Kingdom,7.5,Late Delivery,Late Delivery,2011-01-26
C542245,22943,-2,2011-01-26 15:06:00,4.25,13098.0,United Kingdom,8.5,,Unspecified,2011-01-26
C542245,22941,-3,2011-01-26 15:06:00,7.65,13098.0,United Kingdom,22.950000000000003,Changed Mind,Changed Mind,2011-01-26
C542256,22116,-12,2011-01-26 17:04:00,0.85,17722.0,United Kingdom,10.2,,Unspecified,2011-01-26
C542256,21883,-1,2011-01-26 17:04:00,0.19,17722.0,United Kingdom,0.19,Changed Mind,Changed Mind,2011-01-26
C542256,22471,-1,2011-01-26 17:04:00,1.95,17722.0,United Kingdom,1.95,WRONG ITEM,Wrong Item,2011-01-26
C542256,22095,-1,2011-01-26 17:04:00,1.06,17722.0,United Kingdom,1.06,Damaged,Damaged,2011-01-26
C542257,22841,-2,2011-01-26 17:06:00,7.95,14341.0,United Kingdom,15.9,,Unspecified,2011-01-26
C542259,22625,-1,2011-01-26 17:09:00,8.5,16656.0,United Kingdom,8.5,Defective,Defective,2011-01-26
C542260,85150,-2,2011-01-26 17:11:00,2.55,13890.0,United Kingdom,5.1,Changed Mind,Changed Mind,2011-01-26
C542261,22971,-2,2011-01-26 17:13:00,2.1,17306.0,United Kingdom,4.2,Late Delivery,Late Delivery,2011-01-26
C542261,22970,-6,2011-01-26 17:13:00,2.1,17306.0,United Kingdom,12.6,,Unspecified,2011-01-26
C542262,21843,-1,2011-01-26 17:15:00,10.95,17591.0,United Kingdom,10.95,,Unspecified,2011-01-26
C542263,22699,-1,2011-01-26 17:16:00,2.95,14849.0,United Kingdom,2.95,Damaged,Damaged,2011-01-26
C542264,22423,-2,2011-01-26 17:25:00,10.95,15215.0,United Kingdom,21.9,Damaged,Damaged,2011-01-26
C542264,48138,-1,2011-01-26 17:25:00,7.95,15215.0,United Kingdom,7.95,Damaged,Damaged,2011-01-26
C542270,22960,-1,2011-01-27 09:35:00,4.25,13050.0,United Kingdom,4.25,Damaged,Damaged,2011-01-27
C542271,84927E,-2,2011-01-27 09:40:00,2.1,12637.0,France,4.2,Wrong Item,Wrong Item,2011-01-27
C542271,84927D,-2,2011-01-27 09:40:00,2.1,12637.0,France,4.2,Late Delivery,Late Delivery,2011-01-27
C542271,21068,-5,2011-01-27 09:40:00,1.25,12637.0,France,6.25,Changed Mind,Changed Mind,2011-01-27
C542273,21936,-2,2011-01-27 10:01:00,2.95,12578.0,Italy,5.9,Late Delivery,Late Delivery,2011-01-27
C542273,22099,-9,2011-01-27 10:01:00,1.25,12578.0,Italy,11.25,Changed Mind,Changed Mind,2011-01-27
C542273,20980,-9,2011-01-27 10:01:00,1.25,12578.0,Italy,11.25,Changed Mind,Changed Mind,2011-01-27
C542273,22301,-1,2011-01-27 10:01:00,2.55,12578.0,Italy,2.55,Damaged,Damaged,2011-01-27
C542273,22300,-1,2011-01-27 10:01:00,2.55,12578.0,Italy,2.55,Late Delivery,Late Delivery,2011-01-27
C542346,21896,-2,2011-01-27 12:00:00,1.85,12709.0,Germany,3.7,Late Delivery,Late Delivery,2011-01-27
C542346,22591,-1,2011-01-27 12:00:00,2.55,12709.0,Germany,2.55,Wrong Item,Wrong Item,2011-01-27
C542346,22423,-4,2011-01-27 12:00:00,10.95,12709.0,Germany,43.8,Wrong Item,Wrong Item,2011-01-27
C542346,22467,-3,2011-01-27 12:00:00,2.1,12709.0,Germany,6.300000000000001,Wrong Item,Wrong Item,2011-01-27
C542346,85232B,-5,2011-01-27 12:00:00,4.25,12709.0,Germany,21.25,,Unspecified,2011-01-27
C542346,21658,-1,2011-01-27 12:00:00,3.39,12709.0,Germany,3.39,Late Delivery,Late Delivery,2011-01-27
C542346,22596,-1,2011-01-27 12:00:00,0.72,12709.0,Germany,0.72,Defective,Defective,2011-01-27
C542346,22606,-1,2011-01-27 12:00:00,12.75,12709.0,Germany,12.75,Wrong Item,Wrong Item,2011-01-27
C542348,M,-1,2011-01-27 12:09:00,1715.85,12539.0,Spain,1715.85,Damaged,Damaged,2011-01-27
C542352,22666,-1,2011-01-27 12:18:00,2.95,15596.0,United Kingdom,2.95,Damaged,Damaged,2011-01-27
542361,85161,-20,2011-01-27 12:47:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-01-27
542362,20699,-16,2011-01-27 12:49:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-01-27
542365,21897,-22,2011-01-27 12:51:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-01-27
C542366,85174,-1,2011-01-27 12:54:00,4.25,13777.0,United Kingdom,4.25,Changed Mind,Changed Mind,2011-01-27
C542366,20934,-2,2011-01-27 12:54:00,4.95,13777.0,United Kingdom,9.9,Changed Mind,Changed Mind,2011-01-27
C542366,21137,-2,2011-01-27 12:54:00,3.39,13777.0,United Kingdom,6.78,Changed Mind,Changed Mind,2011-01-27
C542366,22041,-7,2011-01-27 12:54:00,2.1,13777.0,United Kingdom,14.7,Changed Mind,Changed Mind,2011-01-27
C542366,21232,-10,2011-01-27 12:54:00,1.06,13777.0,United Kingdom,10.6,Defective,Defective,2011-01-27
C542366,22095,-8,2011-01-27 12:54:00,1.25,13777.0,United Kingdom,10.0,Defective,Defective,2011-01-27
C542366,35004C,-10,2011-01-27 12:54:00,4.65,13777.0,United Kingdom,46.5,Wrong Item,Wrong Item,2011-01-27
C542366,15056P,-1,2011-01-27 12:54:00,4.65,13777.0,United Kingdom,4.65,,Unspecified,2011-01-27
C542366,15056N,-1,2011-01-27 12:54:00,4.25,13777.0,United Kingdom,4.25,damaged,Damaged,2011-01-27
C542366,72802A,-1,2011-01-27 12:54:00,3.81,13777.0,United Kingdom,3.81,Wrong Item,Wrong Item,2011-01-27
542367,82583,-30,2011-01-27 12:57:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-01-27
542368,85188B,-70,2011-01-27 12:59:00,0.0,,United Kingdom,0.0,,Unspecified,2011-01-27
C542376,M,-1,2011-01-27 13:44:00,4.65,13777.0,United Kingdom,4.65,damaged,Damaged,2011-01-27
C542376,M,-2,2011-01-27 13:44:00,2.55,13777.0,United Kingdom,5.1,Damaged,Damaged,2011-01-27
542379,35922,-30,2011-01-27 13:58:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-01-27
542380,84917,-50,2011-01-27 13:59:00,0.0,,United Kingdom,0.0,,Unspecified,2011-01-27
C542383,22423,-13,2011-01-27 14:26:00,10.95,14299.0,United Kingdom,142.35,Wrong Item,Wrong Item,2011-01-27
C542385,22457,-1,2011-01-27 14:32:00,2.95,14290.0,United Kingdom,2.95,damaged,Damaged,2011-01-27
C542385,22943,-1,2011-01-27 14:32:00,4.25,14290.0,United Kingdom,4.25,Wrong Item,Wrong Item,2011-01-27
542391,84455,-31,2011-01-27 14:54:00,0.0,,United Kingdom,0.0,,Unspecified,2011-01-27
542392,84227,-2,2011-01-27 14:56:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-01-27
542396,22146,-4,2011-01-27 15:12:00,0.0,,United Kingdom,0.0,Wrong Item,Wrong Item,2011-01-27
C542395,85126,-1,2011-01-27 15:12:00,6.75,17389.0,United Kingdom,6.75,WRONG ITEM,Wrong Item,2011-01-27
C542400,22183,-1,2011-01-27 15:49:00,5.95,15189.0,United Kingdom,5.95,Wrong Item,Wrong Item,2011-01-27
C542402,22960,-2,2011-01-27 16:05:00,4.25,16124.0,United Kingdom,8.5,Damaged,Damaged,2011-01-27
C542402,22847,-1,2011-01-27 16:05:00,16.95,16124.0,United Kingdom,16.95,,Unspecified,2011-01-27
C542402,22849,-1,2011-01-27 16:05:00,16.95,16124.0,United Kingdom,16.95,Damaged,Damaged,2011-01-27
C542402,22848,-1,2011-01-27 16:05:00,16.95,16124.0,United Kingdom,16.95,Damaged,Damaged,2011-01-27
C542402,84978,-2,2011-01-27 16:05:00,1.25,16124.0,United Kingdom,2.5,Wrong Item,Wrong Item,2011-01-27
C542403,22776,-3,2011-01-27 16:07:00,9.95,13534.0,United Kingdom,29.85,Defective,Defective,2011-01-27
C542403,22789,-1,2011-01-27 16:07:00,1.95,13534.0,United Kingdom,1.95,Late Delivery,Late Delivery,2011-01-27
C542404,22776,-3,2011-01-27 16:08:00,9.95,13534.0,United Kingdom,29.85,,Unspecified,2011-01-27
C542404,85099F,-1,2011-01-27 16:08:00,1.95,13534.0,United Kingdom,1.95,Changed Mind,Changed Mind,2011-01-27
C542404,20711,-1,2011-01-27 16:08:00,1.95,13534.0,United Kingdom,1.95,Changed Mind,Changed Mind,2011-01-27
C542413,21876,-1,2011-01-27 17:11:00,1.25,16923.0,United Kingdom,1.25,Changed Mind,Changed Mind,2011-01-27
C542413,22699,-2,2011-01-27 17:11:00,2.95,16923.0,United Kingdom,5.9,,Unspecified,2011-01-27
C542413,22940,-12,2011-01-27 17:11:00,4.25,16923.0,United Kingdom,51.0,Late Delivery,Late Delivery,2011-01-27
C542413,22144,-30,2011-01-27 17:11:00,2.1,16923.0,United Kingdom,63.0,damaged,Damaged,2011-01-27
C542413,21756,-2,2011-01-27 17:11:00,5.95,16923.0,United Kingdom,11.9,WRONG ITEM,Wrong Item,2011-01-27
C542413,22952,-24,2011-01-27 17:11:00,0.55,16923.0,United Kingdom,13.2,Wrong Item,Wrong Item,2011-01-27
C542413,21876,-5,2011-01-27 17:11:00,1.25,16923.0,United Kingdom,6.25,Changed Mind,Changed Mind,2011-01-27
C542413,22149,-10,2011-01-27 17:11:00,2.1,16923.0,United Kingdom,21.0,Defective,Defective,2011-01-27
C542413,22112,-6,2011-01-27 17:11:00,4.95,16923.0,United Kingdom,29.700000000000003,Damaged,Damaged,2011-01-27
C542413,22960,-4,2011-01-27 17:11:00,4.25,16923.0,United Kingdom,17.0,Damaged,Damaged,2011-01-27
C542413,22910,-18,2011-01-27 17:11:00,2.95,16923.0,United Kingdom,53.1,,Unspecified,2011-01-27
C542413,22909,-24,2011-01-27 17:11:00,0.85,16923.0,United Kingdom,20.4,Changed Mind,Changed Mind,2011-01-27
C542413,22141,-6,2011-01-27 17:11:00,2.1,16923.0,United Kingdom,12.6,Changed Mind,Changed Mind,2011-01-27
C542413,22142,-10,2011-01-27 17:11:00,1.45,16923.0,United Kingdom,14.5,Changed Mind,Changed Mind,2011-01-27
C542413,21485,-6,2011-01-27 17:11:00,4.95,16923.0,United Kingdom,29.700000000000003,Late Delivery,Late Delivery,2011-01-27
542414,84967A,-2,2011-01-27 17:15:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-01-27
542415,84967B,-1,2011-01-27 17:15:00,0.0,,United Kingdom,0.0,Defective,Defective,2011-01-27
C542416,85059,-3,2011-01-27 17:23:00,1.25,16133.0,United Kingdom,3.75,Changed Mind,Changed Mind,2011-01-27
C542416,85054,-2,2011-01-27 17:23:00,1.25,16133.0,United Kingdom,2.5,,Unspecified,2011-01-27
542417,84966B,-11,2011-01-27 17:38:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-01-27
542418,84966A,-17,2011-01-27 17:39:00,0.0,,United Kingdom,0.0,damaged,Damaged,2011-01-27
C542421,37446,-1,2011-01-27 18:08:00,1.45,17180.0,United Kingdom,1.45,Changed Mind,Changed Mind,2011-01-27
C542424,22456,-1,2011-01-28 09:18:00,4.95,18075.0,United Kingdom,4.95,WRONG ITEM,Wrong Item,2011-01-28
C542424,85123A,-3,2011-01-28 09:18:00,2.95,18075.0,United Kingdom,8.850000000000001,,Unspecified,2011-01-28
C542424,22178,-1,2011-01-28 09:18:00,1.25,18075.0,United Kingdom,1.25,Changed Mind,Changed Mind,2011-01-28
C542424,22156,-5,2011-01-28 09:18:00,0.85,18075.0,United Kingdom,4.25,Changed Mind,Changed Mind,2011-01-28
C542424,21733,-1,2011-01-28 09:18:00,2.95,18075.0,United Kingdom,2.95,Changed Mind,Changed Mind,2011-01-28
C542426,85199S,-24,2011-01-28 09:32:00,0.42,14146.0,United Kingdom,10.08,Late Delivery,Late Delivery,2011-01-28
C542426,85199L,-12,2011-01-28 09:32:00,0.65,14146.0,United Kingdom,7.800000000000001,Changed Mind,Changed Mind,2011-01-28
C542426,85049E,-12,2011-01-28 09:32:00,1.25,14146.0,United Kingdom,15.0,Changed Mind,Changed Mind,2011-01-28
C542426,84946,-12,2011-01-28 09:32:00,1.25,14146.0,United Kingdom,15.0,Defective,Defective,2011-01-28
C542426,84945,-12,2011-01-28 09:32:00,0.85,14146.0,United Kingdom,10.2,Late Delivery,Late Delivery,2011-01-28
C542426,22969,-24,2011-01-28 09:32:00,1.45,14146.0,United Kingdom,34.8,Damaged,Damaged,2011-01-28
C542426,22853,-6,2011-01-28 09:32:00,3.25,14146.0,United Kingdom,19.5,Damaged,Damaged,2011-01-28
C542426,22852,-4,2011-01-28 09:32:00,4.25,14146.0,United Kingdom,17.0,Damaged,Damaged,2011-01-28
C542426,22845,-2,2011-01-28 09:32:00,6.35,14146.0,United Kingdom,12.7,Wrong Item,Wrong Item,2011-01-28
C542426,22844,-2,2011-01-28 09:32:00,8.5,14146.0,United Kingdom,17.0,Changed Mind,Changed Mind,2011-01-28
C542426,22837,-36,2011-01-28 09:32:00,4.25,14146.0,United Kingdom,153.0,,Unspecified,2011-01-28
C542426,22834,-48,2011-01-28 09:32:00,0.85,14146.0,United Kingdom,40.8,Changed Mind,Changed Mind,2011-01-28
C542426,22810,-48,2011-01-28 09:32:00,2.55,14146.0,United Kingdom,122.4,Damaged,Damaged,2011-01-28
C542426,22752,-24,2011-01-28 09:32:00,7.65,14146.0,United Kingdom,183.6,Changed Mind,Changed Mind,2011-01-28
C542426,22746,-6,2011-01-28 09:32:00,2.1,14146.0,United Kingdom,12.6,WRONG ITEM,Wrong Item,2011-01-28
C542426,22745,-6,2011-01-28 09:32:00,2.1,14146.0,United Kingdom,12.6,Wrong Item,Wrong Item,2011-01-28
C542426,22654,-3,2011-01-28 09:32:00,5.95,14146.0,United Kingdom,17.85,WRONG ITEM,Wrong Item,2011-01-28
C542426,22653,-10,2011-01-28 09:32:00,1.95,14146.0,United Kingdom,19.5,Damaged,Damaged,2011-01-28
C542426,22652,-10,2011-01-28 09:32:00,1.65,14146.0,United Kingdom,16.5,Damaged,Damaged,2011-01-28
C542426,22423,-2,2011-01-28 09:32:00,12.75,14146.0,United Kingdom,25.5,Late Delivery,Late Delivery,2011-01-28
C542426,22418,-24,2011-01-28 09:32:00,0.85,14146.0,United Kingdom,20.4,Changed Mind,Changed Mind,2011-01-28
C542426,22398,-12,2011-01-28 09:32:00,1.25,14146.0,United Kingdom,15.0,Late Delivery,Late Delivery,2011-01-28
C542426,22299,-24,2011-01-28 09:32:00,1.25,14146.0,United Kingdom,30.0,,Unspecified,2011-01-28
C542426,22219,-12,2011-01-28 09:32:00,0.85,14146.0,United Kingdom,10.2,Wrong Item,Wrong Item,2011-01-28
C542426,22077,-12,2011-01-28 09:32:00,1.65,14146.0,United Kingdom,19.8,Defective,Defective,2011-01-28
C542426,22075,-12,2011-01-28 09:32:00,1.65,14146.0,United Kingdom,19.8,Defective,Defective,2011-01-28
C542426,22074,-12,2011-01-28 09:32:00,1.65,14146.0,United Kingdom,19.8,,Unspecified,2011-01-28
C542426,21874,-12,2011-01-28 09:32:00,1.25,14146.0,United Kingdom,15.0,Changed Mind,Changed Mind,2011-01-28
C542426,21677,-12,2011-01-28 09:32:00,0.85,14146.0,United Kingdom,10.2,Damaged,Damaged,2011-01-28
C542426,21675,-12,2011-01-28 09:32:00,0.85,14146.0,United Kingdom,10.2,Changed Mind,Changed Mind,2011-01-28
C542426,21484,-36,2011-01-28 09:32:00,2.95,14146.0,United Kingdom,106.2,WRONG ITEM,Wrong Item,2011-01-28
C542426,21481,-36,2011-01-28 09:32:00,2.55,14146.0,United Kingdom,91.8,Damaged,Damaged,2011-01-28
C542426,21340,-8,2011-01-28 09:32:00,9.95,14146.0,United Kingdom,79.6,Wrong Item,Wrong Item,2011-01-28
C542426,20972,-12,2011-01-28 09:32:00,1.25,14146.0,United Kingdom,15.0,Wrong Item,Wrong Item,2011-01-28
C542426,20971,-12,2011-01-28 09:32:00,1.25,14146.0,United Kingdom,15.0,Late Delivery,Late Delivery,2011-01-28
C542427,85159A,-1,2011-01-28 09:34:00,6.35,14180.0,United Kingdom,6.35,Wrong Item,Wrong Item,2011-01-28
542518,22184,-13,2011-01-28 12:17:00,0.0,,United Kingdom,0.0,Wrong Item,Wrong Item,2011-01-28
542529,DCGS0055,-1,2011-01-28 13:08:00,0.0,,United Kingdom,0.0,Defective,Defective,2011-01-28
542531,DCGS0072,-1,2011-01-28 13:08:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-01-28
542532,DCGS0074,-1,2011-01-28 13:09:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-01-28
C542537,22654,-1,2011-01-28 13:54:00,5.95,12501.0,Germany,5.95,Changed Mind,Changed Mind,2011-01-28
C542537,22138,-1,2011-01-28 13:54:00,4.95,12501.0,Germany,4.95,Changed Mind,Changed Mind,2011-01-28
C542537,22892,-3,2011-01-28 13:54:00,1.25,12501.0,Germany,3.75,Wrong Item,Wrong Item,2011-01-28
C542537,21041,-1,2011-01-28 13:54:00,2.95,12501.0,Germany,2.95,Damaged,Damaged,2011-01-28
C542537,22352,-1,2011-01-28 13:54:00,2.55,12501.0,Germany,2.55,Changed Mind,Changed Mind,2011-01-28
C542537,22195,-1,2011-01-28 13:54:00,1.65,12501.0,Germany,1.65,Late Delivery,Late Delivery,2011-01-28
C542537,21121,-24,2011-01-28 13:54:00,1.25,12501.0,Germany,30.0,Changed Mind,Changed Mind,2011-01-28
C542537,21918,-12,2011-01-28 13:54:00,0.42,12501.0,Germany,5.04,Changed Mind,Changed Mind,2011-01-28
C542537,21917,-12,2011-01-28 13:54:00,0.42,12501.0,Germany,5.04,Damaged,Damaged,2011-01-28
C542537,22558,-2,2011-01-28 13:54:00,1.49,12501.0,Germany,2.98,Damaged,Damaged,2011-01-28
C542537,21216,-3,2011-01-28 13:54:00,4.95,12501.0,Germany,14.85,,Unspecified,2011-01-28
C542539,22567,-12,2011-01-28 14:07:00,1.25,14229.0,United Kingdom,15.0,Wrong Item,Wrong Item,2011-01-28
C542539,22423,-7,2011-01-28 14:07:00,10.95,14229.0,United Kingdom,76.64999999999999,Changed Mind,Changed Mind,2011-01-28
C542540,POST,-1,2011-01-28 14:20:00,4.41,,United Kingdom,4.41,,Unspecified,2011-01-28
C542540,DOT,-1,2011-01-28 14:20:00,3.29,,United Kingdom,3.29,Late Delivery,Late Delivery,2011-01-28
C542540,21658,-1,2011-01-28 14:20:00,8.29,,United Kingdom,8.29,Late Delivery,Late Delivery,2011-01-28
542544,17165D,-10,2011-01-28 14:43:00,0.0,,United Kingdom,0.0,Defective,Defective,2011-01-28
542546,20734,-1,2011-01-28 14:44:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-01-28
542547,20864,-1,2011-01-28 14:45:00,0.0,,United Kingdom,0.0,WRONG ITEM,Wrong Item,2011-01-28
542548,20892,-1,2011-01-28 14:45:00,0.0,,United Kingdom,0.0,damaged,Damaged,2011-01-28
542550,20910,-1,2011-01-28 14:45:00,0.0,,United Kingdom,0.0,Wrong Item,Wrong Item,2011-01-28
542551,21282,-1,2011-01-28 14:46:00,0.0,,United Kingdom,0.0,,Unspecified,2011-01-28
542552,21645,-1,2011-01-28 14:47:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-01-28
542553,21805,-1,2011-01-28 14:49:00,0.0,,United Kingdom,0.0,Defective,Defective,2011-01-28
542554,21836,-1,2011-01-28 14:49:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-01-28
542555,21841,-1,2011-01-28 14:50:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-01-28
542556,22143,-1,2011-01-28 14:50:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-01-28
542557,22765,-1,2011-01-28 14:50:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-01-28
542558,35644,-1,2011-01-28 14:51:00,0.0,,United Kingdom,0.0,Wrong Item,Wrong Item,2011-01-28
542559,35991,-1,2011-01-28 14:51:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-01-28
542560,47579,-1,2011-01-28 14:51:00,0.0,,United Kingdom,0.0,Defective,Defective,2011-01-28
542561,84424A,-1,2011-01-28 14:52:00,0.0,,United Kingdom,0.0,,Unspecified,2011-01-28
542562,84499,-1,2011-01-28 14:52:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-01-28
542563,84509F,-1,2011-01-28 14:52:00,0.0,,United Kingdom,0.0,,Unspecified,2011-01-28
542564,84526,-1,2011-01-28 14:52:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-01-28
542565,84664,-1,2011-01-28 14:52:00,0.0,,United Kingdom,0.0,,Unspecified,2011-01-28
542566,84964B,-1,2011-01-28 14:53:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-01-28
542567,84975,-1,2011-01-28 14:53:00,0.0,,United Kingdom,0.0,,Unspecified,2011-01-28
542569,85028L,-1,2011-01-28 14:53:00,0.0,,United Kingdom,0.0,Defective,Defective,2011-01-28
542570,85028S,-1,2011-01-28 14:53:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-01-28
542571,85031C,-1,2011-01-28 14:54:00,0.0,,United Kingdom,0.0,Wrong Item,Wrong Item,2011-01-28
542572,85064,-1,2011-01-28 14:54:00,0.0,,United Kingdom,0.0,WRONG ITEM,Wrong Item,2011-01-28
542573,85110,-1,2011-01-28 14:55:00,0.0,,United Kingdom,0.0,,Unspecified,2011-01-28
542574,85119,-1,2011-01-28 14:55:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-01-28
542575,85126,-1,2011-01-28 14:55:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-01-28
542576,85179B,-1,2011-01-28 14:56:00,0.0,,United Kingdom,0.0,Late Delivery,Late Delivery,2011-01-28
542577,85232B,-1,2011-01-28 14:56:00,0.0,,United Kingdom,0.0,WRONG ITEM,Wrong Item,2011-01-28
542579,90000C,-1,2011-01-28 14:57:00,0.0,,United Kingdom,0.0,Wrong Item,Wrong Item,2011-01-28
542580,90095,-1,2011-01-28 14:58:00,0.0,,United Kingdom,0.0,damaged,Damaged,2011-01-28
542581,90091,-1,2011-01-28 14:58:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-01-28
542582,DCGS0057,-6,2011-01-28 15:01:00,0.0,,United Kingdom,0.0,WRONG ITEM,Wrong Item,2011-01-28
